SAP-TH-ATLAGOS-RANGE	Táblázat fejléc	Átlagos range	SAP — »SAP megoldások bemutatása« rész, »TOP 3 pozíció« rész	Szabad szöveg.
SAPPROD-CAT4-ITEM1	4. kategória — 1. tétel	Cloud ERP bevezetések és template alapú rolloutok	SAP — SAP megoldások bemutatása, csempe felsorolása	Szabad szöveg; ha üresre állítod, a tétel eltűnik.
SAPPROD-CAT4-ITEM2	4. kategória — 2. tétel	Standardizált folyamatok és gyorsabb implementáció	SAP — SAP megoldások bemutatása, csempe felsorolása	Szabad szöveg; ha üresre állítod, a tétel eltűnik.
SAPPROD-CAT4-ITEM3	4. kategória — 3. tétel	Integrációs és adat-migrációs támogatás	SAP — SAP megoldások bemutatása, csempe felsorolása	Szabad szöveg; ha üresre állítod, a tétel eltűnik.
SAPPROD-CAT4-ITEM4	4. kategória — 4. tétel	Változáskezelés és üzleti oldali felkészítés	SAP — SAP megoldások bemutatása, csempe felsorolása	Szabad szöveg; ha üresre állítod, a tétel eltűnik.
SAPPROD-CAT5-NAME	5. kategória neve	Egyedi SAP megoldások partnereinkre szabva	SAP — SAP megoldások bemutatása, csempe címe	Szabad szöveg.
SAPPROD-CAT5-ITEM1	5. kategória — 1. tétel	SAP VIM, szállítói számlakezelés, pénzügyi megoldások	SAP — SAP megoldások bemutatása, csempe felsorolása	Szabad szöveg; ha üresre állítod, a tétel eltűnik.
SAPPROD-CAT5-ITEM2	5. kategória — 2. tétel	SAP beszerzési, logisztikai és gyártási megoldások	SAP — SAP megoldások bemutatása, csempe felsorolása	Szabad szöveg; ha üresre állítod, a tétel eltűnik.
SAPPROD-CAT5-ITEM3	5. kategória — 3. tétel	SAP karbantartási megoldások	SAP — SAP megoldások bemutatása, csempe felsorolása	Szabad szöveg; ha üresre állítod, a tétel eltűnik.
SAPPROD-CAT5-ITEM4	5. kategória — 4. tétel	SAP mobilmegoldások	SAP — SAP megoldások bemutatása, csempe felsorolása	Szabad szöveg; ha üresre állítod, a tétel eltűnik.
SAPPROD-CAT5-ITEM5	5. kategória — 5. tétel	SAP Adat- és dokumentumarchiválási megoldások	SAP — SAP megoldások bemutatása, csempe felsorolása	Szabad szöveg; ha üresre állítod, a tétel eltűnik.
SAPPROD-CAT5-ITEM6	5. kategória — 6. tétel	Egyedi rendszerintegrációs megoldások – 3rd Party integráció	SAP — SAP megoldások bemutatása, csempe felsorolása	Szabad szöveg; ha üresre állítod, a tétel eltűnik.
#3981	━━━━ EXPERT POOL OLDAL ━━━━			
POOL-TITLE-IDBC-SALARY-GUIDE-IDBC	Böngészőfül címe	IDBC Salary Guide – IDBC Expert Community	Expert Pool — böngészőfül	Szabad szöveg; a böngésző fülén és a keresőtalálatokban látszik.
POOL-ALT-INTERJU-HELYZET-KET-UZLETEMBER	Kép leírása (alt — képernyőolvasó, és ha a kép nem tölt be)	Interjú helyzet két üzletember között irodai környezetben	Expert Pool — »IDBC Expert Community« rész	Szabad szöveg; a képet leírja (képernyőolvasó, és ha a kép nem tölt be).
POOL-P-IDBC-SALARY-GUIDE	Felirat a cím fölött	IDBC Salary Guide	Expert Pool — »IDBC Expert Community« rész	Szabad szöveg.
POOL-H1-IDBC-EXPERT-COMMUNITY	Főcím (H1)	IDBC Expert Community	Expert Pool — »IDBC Expert Community« rész	Szabad szöveg.
POOL-P-EGY-KOZOSSEG-AHOL-A	Bekezdés	Egy közösség, ahol a szakértelem és a megfelelő lehetőség találkozik.	Expert Pool — »IDBC Expert Community« rész	Szabad szöveg.
POOL-P-EXPERT-POOL	Felirat a cím fölött	Expert Pool	Expert Pool — »Mi az IDBC Expert Community?« rész	Szabad szöveg.
POOL-H2-MI-AZ-IDBC-EXPERT	Alcím (H2)	Mi az IDBC Expert Community?	Expert Pool — »Mi az IDBC Expert Community?« rész	Szabad szöveg.
POOL-P-AZ-IDBC-EXPERT-COMMUNITY	Bekezdés	Az IDBC Expert Community egy folyamatosan bővülő, több mint 500 IT és non-IT szakemberből álló közösség. Tagjainkkal recruitereink aktív kapcsolatot tartanak, így ismerjük szakmai tapasztalatukat, ambícióikat és karriercéljaikat.	Expert Pool — »Mi az IDBC Expert Community?« rész	Szabad szöveg.
POOL-P-A-KOZOSSEG-SZAKEMBEREINK-SZAMARA	Bekezdés	A közösség szakembereink számára személyre szabott karrierlehetőségeket, szakmai tartalmakat és értékes kapcsolódásokat kínál. Ügyfeleink számára pedig egy naprakész szakértői közösséget jelent, amelyből gyorsan és célzottan találhatjuk meg a nyitott pozícióhoz leginkább illeszkedő jelölteket, akár 3 munkanapon belül.	Expert Pool — »Mi az IDBC Expert Community?« rész	Szabad szöveg.
POOL-H3-SZAKEMBERKENT-CSATLAKOZNAL	Alcím (H3)	Szakemberként csatlakoznál?	Expert Pool — »Mi az IDBC Expert Community?« rész, »Szakemberként csatlakoznál?« rész	Szabad szöveg.
POOL-P-AZ-EXPERT-COMMUNITY-TAGJAKENT	Bekezdés	Az Expert Community tagjaként recruitereink jobban megismerhetik szakmai tapasztalatodat, céljaidat és ambícióidat, így személyre szabott karrierlehetőségekkel támogathatják szakmai előrelépésedet.	Expert Pool — »Mi az IDBC Expert Community?« rész, »Szakemberként csatlakoznál?« rész	Szabad szöveg.
POOL-H4-MIERT-ERDEMES-CSATLAKOZNOD	Kiscím (H4)	Miért érdemes csatlakoznod?	Expert Pool — »Mi az IDBC Expert Community?« rész, »Szakemberként csatlakoznál?« rész	Szabad szöveg.
POOL-LI-EGY-MAGAS-SZINVONALU-SZAKMAI	Felsorolás eleme	egy magas színvonalú szakmai közösség részévé válhatsz	Expert Pool — »Mi az IDBC Expert Community?« rész, »Szakemberként csatlakoznál?« rész	Szabad szöveg.
POOL-LI-ELSOKENT-ERTESULHETSZ-A-LEGFRISSEBB	Felsorolás eleme	elsőként értesülhetsz a legfrissebb és legizgalmasabb szakmai lehetőségekről	Expert Pool — »Mi az IDBC Expert Community?« rész, »Szakemberként csatlakoznál?« rész	Szabad szöveg.
POOL-LI-RELEVANS-SZAKMAI-TARTALMAKHOZ-ES	Felsorolás eleme	releváns szakmai tartalmakhoz és piaci elemzésekhez férhetsz hozzá	Expert Pool — »Mi az IDBC Expert Community?« rész, »Szakemberként csatlakoznál?« rész	Szabad szöveg.
POOL-LI-SZAKMAI-MEETUPOKON-ES-KOZOSSEGI	Felsorolás eleme	szakmai meetupokon és közösségi eseményeken vehetsz részt	Expert Pool — »Mi az IDBC Expert Community?« rész, »Szakemberként csatlakoznál?« rész	Szabad szöveg.
POOL-SUMMARY-CSATLAKOZOM-AZ-EXPERT-COMMUNITYHEZ	Lenyitható rész címe	Csatlakozom az Expert Communityhez	Expert Pool — »Mi az IDBC Expert Community?« rész	Szabad szöveg.
POOL-SPAN-VEZETEKNEV	Szöveg	Vezetéknév	Expert Pool — »Mi az IDBC Expert Community?« rész	Szabad szöveg.
POOL-SPAN-KERESZTNEV	Szöveg	Keresztnév	Expert Pool — »Mi az IDBC Expert Community?« rész	Szabad szöveg.
POOL-SPAN-POZICIO	Szöveg	Pozíció	Expert Pool — »Mi az IDBC Expert Community?« rész	Szabad szöveg.
POOL-SPAN-E-MAIL-CIM	Szöveg	E-mail cím	Expert Pool — »Mi az IDBC Expert Community?« rész	Szabad szöveg.
POOL-SPAN-TELEFONSZAM	Szöveg	Telefonszám	Expert Pool — »Mi az IDBC Expert Community?« rész	Szabad szöveg.
POOL-SPAN-UZENET	Szöveg	Üzenet	Expert Pool — »Mi az IDBC Expert Community?« rész	Szabad szöveg.
POOL-TITLE-A-PROTOTIPUSBAN-AZ-URLAP	Buborékszöveg (title — egérrel fölé víve jelenik meg)	A prototípusban az űrlap nem küld — a beküldés a fejlesztett oldalon kerül bekötésre	Expert Pool — »Mi az IDBC Expert Community?« rész	Szabad szöveg; akkor látszik, ha az egér fölé ér.
POOL-BUTTON-CSATLAKOZAS-ELKULDESE	Gomb felirata	Csatlakozás elküldése	Expert Pool — »Mi az IDBC Expert Community?« rész	Szabad szöveg.
POOL-P-A-PROTOTIPUSBAN-AZ-URLAP	Bekezdés	A prototípusban az űrlap nem küld adatot.	Expert Pool — »Mi az IDBC Expert Community?« rész	Szabad szöveg.
POOL-H3-UJ-KOLLEGAT-KERESEL	Alcím (H3)	Új kollégát keresel?	Expert Pool — »Mi az IDBC Expert Community?« rész, »Új kollégát keresel?« rész	Szabad szöveg.
POOL-P-AZ-EXPERT-COMMUNITY-REVEN	Bekezdés	Az Expert Community révén gyorsan, akár 3 napon belül és célzottan kapcsolhatjuk össze vállalatodat a nyitott pozícióhoz leginkább illeszkedő szakemberekkel.	Expert Pool — »Mi az IDBC Expert Community?« rész, »Új kollégát keresel?« rész	Szabad szöveg.
POOL-H4-MILYEN-ELONYOKET-NYUJT-UGYFELEINKNEK	Kiscím (H4)	Milyen előnyöket nyújt ügyfeleinknek?	Expert Pool — »Mi az IDBC Expert Community?« rész, »Új kollégát keresel?« rész	Szabad szöveg.
POOL-LI-A-POZICIO-MEGISMERESET-KOVETOEN	Felsorolás eleme	a pozíció megismerését követően akár 3 munkanapon belül bemutatjuk az ideális jelöltet	Expert Pool — »Mi az IDBC Expert Community?« rész, »Új kollégát keresel?« rész	Szabad szöveg.
POOL-LI-SPECIALIS-KOMPETENCIAKAT-IGENYLO-POZICIOKAT	Felsorolás eleme	speciális kompetenciákat igénylő pozíciókat is rövid időn belül betöltünk	Expert Pool — »Mi az IDBC Expert Community?« rész, »Új kollégát keresel?« rész	Szabad szöveg.
POOL-LI-SZAMOS-SZAKTERULETEN-RENDELKEZUNK-RELEVANS	Felsorolás eleme	számos szakterületen rendelkezünk releváns, elérhető szakemberekkel	Expert Pool — »Mi az IDBC Expert Community?« rész, »Új kollégát keresel?« rész	Szabad szöveg.
POOL-LI-SZAKMAILAG-ES-A-VALLALATI	Felsorolás eleme	szakmailag és a vállalati kultúra szempontjából is jól illeszkedő jelölteket mutathatunk be, akik hosszú távon erősíthetik a csapatodat	Expert Pool — »Mi az IDBC Expert Community?« rész, »Új kollégát keresel?« rész	Szabad szöveg.
POOL-A-AJANLATKERES	Link / gomb felirata	Ajánlatkérés	Expert Pool — »Mi az IDBC Expert Community?« rész, »Új kollégát keresel?« rész	Szabad szöveg.
POOL-H3-KITERJEDT-SZAKERTOI-KOZOSSEG	Alcím (H3)	Kiterjedt szakértői közösség	Expert Pool — »Mi az IDBC Expert Community?« rész, »Kiterjedt szakértői közösség« rész	Szabad szöveg.
POOL-P-EXPERT-COMMUNITYNK-TAGJAI-SZAMOS	Bekezdés	Expert Communitynk tagjai számos szakterületet képviselnek, és változatos technológiai, illetve iparági tapasztalattal rendelkeznek. Ez lehetővé teszi, hogy ügyfeleink speciális szakmai és üzleti igényeire is gyors, célzott megoldást nyújtsunk.	Expert Pool — »Mi az IDBC Expert Community?« rész, »Kiterjedt szakértői közösség« rész	Szabad szöveg.
POOL-SPAN-IPARAG	Szöveg	Iparág	Expert Pool — »Mi az IDBC Expert Community?« rész, »Kiterjedt szakértői közösség« rész	Szabad szöveg.
POOL-LI-KISEBB-POOL	Felsorolás eleme (részlet)	Kisebb pool	Expert Pool — »Mi az IDBC Expert Community?« rész, »Kiterjedt szakértői közösség« rész	Szabad szöveg. A mondat többi része (pl. link) külön sorban van.
POOL-LI-KOZEPES-POOL	Felsorolás eleme (részlet)	Közepes pool	Expert Pool — »Mi az IDBC Expert Community?« rész, »Kiterjedt szakértői közösség« rész	Szabad szöveg. A mondat többi része (pl. link) külön sorban van.
POOL-LI-NAGYOBB-POOL	Felsorolás eleme (részlet)	Nagyobb pool	Expert Pool — »Mi az IDBC Expert Community?« rész, »Kiterjedt szakértői közösség« rész	Szabad szöveg. A mondat többi része (pl. link) külön sorban van.
POOL-P-AKAR-A-BEMUTATOTT-SZAKTERULETEK	Bekezdés	Akár a bemutatott szakterületek egyikén, akár más pozícióban keresel új kollégát, vedd fel velünk a kapcsolatot! Szakértőink segítenek megtalálni a vállalatod igényeihez leginkább illeszkedő jelöltet.	Expert Pool — »Mi az IDBC Expert Community?« rész, »Kiterjedt szakértői közösség« rész	Szabad szöveg.
POOL-P-AJANLATKERES	Felirat a cím fölött	Ajánlatkérés	Expert Pool — »Vedd fel velünk a kapcsolatot« rész	Szabad szöveg.
POOL-H2-VEDD-FEL-VELUNK-A	Alcím (H2)	Vedd fel velünk a kapcsolatot	Expert Pool — »Vedd fel velünk a kapcsolatot« rész	Szabad szöveg.
POOL-SPAN-CEGNEV	Szöveg	Cégnév	Expert Pool — »Vedd fel velünk a kapcsolatot« rész	Szabad szöveg.
POOL-SPAN-KAPCSOLATTARTO-NEVE	Szöveg	Kapcsolattartó neve	Expert Pool — »Vedd fel velünk a kapcsolatot« rész	Szabad szöveg.
POOL-SPAN-E-MAIL-CIM-2	Szöveg	E-mail cím	Expert Pool — »Vedd fel velünk a kapcsolatot« rész	Szabad szöveg.
POOL-SPAN-TELEFONSZAM-2	Szöveg	Telefonszám	Expert Pool — »Vedd fel velünk a kapcsolatot« rész	Szabad szöveg.
POOL-SPAN-KERESETT-POZICIO-UZENET	Szöveg	Keresett pozíció, üzenet	Expert Pool — »Vedd fel velünk a kapcsolatot« rész	Szabad szöveg.
POOL-TITLE-A-PROTOTIPUSBAN-AZ-URLAP-2	Buborékszöveg (title — egérrel fölé víve jelenik meg)	A prototípusban az űrlap nem küld — a beküldés a fejlesztett oldalon kerül bekötésre	Expert Pool — »Vedd fel velünk a kapcsolatot« rész	Szabad szöveg; akkor látszik, ha az egér fölé ér.
POOL-BUTTON-AJANLATKERES-ELKULDESE	Gomb felirata	Ajánlatkérés elküldése	Expert Pool — »Vedd fel velünk a kapcsolatot« rész	Szabad szöveg.
POOL-P-A-PROTOTIPUSBAN-AZ-URLAP-2	Bekezdés	A prototípusban az űrlap nem küld adatot.	Expert Pool — »Vedd fel velünk a kapcsolatot« rész	Szabad szöveg.
POOL-JS-TIP-MARKET	Csempe buboréka — LinkedIn kiegészítés	; piacon elérhető szakember {n} fő	Expert Pool — a buborék végén, ha van LinkedIn szám	Szabad szöveg; az {n} helyére a LinkedIn szám kerül.
POOL-JS-TIP	Csempe buboréka	{iparag} – {pozicio}: {darab} fő az IDBC Expert Communityben (az iparág poolja {osszes} fő, ebből {arany}%)	Expert Pool — a csempe fölé víve	Szabad szöveg; helyőrzők: {iparag}, {pozicio}, {darab}, {osszes} (az iparág összesen), {arany} (százalék).
POOL-JS-MARKET	Csempe — piaci szám sora	Piacon elérhető szakember: {n} fő*	Expert Pool — csempe, ha van LinkedIn szám	Szabad szöveg; az {n} helyére a LinkedIn szám kerül.
POOL-JS-BAR-LABEL	Csempe — sáv felirata	IDBC Expert Community	Expert Pool — csempe, a sáv fölött	Szabad szöveg.
POOL-JS-NO-DATA	Üzenet, ha az iparágban nincs csempe	Nincs elérhető jelölt ehhez az iparághoz.	Expert Pool — a csemperács helyén	Szabad szöveg.
#4038	━━━━ EXPERT POOL — CSEMPÉK ━━━━			
EXPERT-01-IPARAG	Architect — iparág	IT	Expert Pool — IT szűrő, Architect csempe	IT vagy Non-IT — ettől függ, melyik szűrőnél jelenik meg.
EXPERT-01-POZICIO	Architect — csempe címe	Architect	Expert Pool — IT szűrő, Architect csempe	Szabad szöveg; ha üresre állítod, a csempe eltűnik.
EXPERT-01-DARAB	Architect — szakemberek száma (IDBC Expert Community)	47	Expert Pool — IT szűrő, Architect csempe	Egész szám; amíg üres, a csempe nem jelenik meg.
EXPERT-01-LINKEDIN	Architect — LinkedIn Talent Insight	277	Expert Pool — IT szűrő, Architect csempe	Egész szám vagy üres.
EXPERT-02-IPARAG	Business & System Analyst — iparág	IT	Expert Pool — IT szűrő, Business & System Analyst csempe	IT vagy Non-IT — ettől függ, melyik szűrőnél jelenik meg.
EXPERT-02-POZICIO	Business & System Analyst — csempe címe	Business & System Analyst	Expert Pool — IT szűrő, Business & System Analyst csempe	Szabad szöveg; ha üresre állítod, a csempe eltűnik.
EXPERT-02-DARAB	Business & System Analyst — szakemberek száma (IDBC Expert Community)	92	Expert Pool — IT szűrő, Business & System Analyst csempe	Egész szám; amíg üres, a csempe nem jelenik meg.
EXPERT-02-LINKEDIN	Business & System Analyst — LinkedIn Talent Insight	3775	Expert Pool — IT szűrő, Business & System Analyst csempe	Egész szám vagy üres.
EXPERT-03-IPARAG	Cloud & DevOPS — iparág	IT	Expert Pool — IT szűrő, Cloud & DevOPS csempe	IT vagy Non-IT — ettől függ, melyik szűrőnél jelenik meg.
EXPERT-03-POZICIO	Cloud & DevOPS — csempe címe	Cloud & DevOPS	Expert Pool — IT szűrő, Cloud & DevOPS csempe	Szabad szöveg; ha üresre állítod, a csempe eltűnik.
EXPERT-03-DARAB	Cloud & DevOPS — szakemberek száma (IDBC Expert Community)	21	Expert Pool — IT szűrő, Cloud & DevOPS csempe	Egész szám; amíg üres, a csempe nem jelenik meg.
EXPERT-03-LINKEDIN	Cloud & DevOPS — LinkedIn Talent Insight	1667	Expert Pool — IT szűrő, Cloud & DevOPS csempe	Egész szám vagy üres.
EXPERT-04-IPARAG	Data & AI — iparág	IT	Expert Pool — IT szűrő, Data & AI csempe	IT vagy Non-IT — ettől függ, melyik szűrőnél jelenik meg.
EXPERT-04-POZICIO	Data & AI — csempe címe	Data & AI	Expert Pool — IT szűrő, Data & AI csempe	Szabad szöveg; ha üresre állítod, a csempe eltűnik.
EXPERT-04-DARAB	Data & AI — szakemberek száma (IDBC Expert Community)	34	Expert Pool — IT szűrő, Data & AI csempe	Egész szám; amíg üres, a csempe nem jelenik meg.
EXPERT-04-LINKEDIN	Data & AI — LinkedIn Talent Insight	1160	Expert Pool — IT szűrő, Data & AI csempe	Egész szám vagy üres.
EXPERT-05-IPARAG	IT Helpdesk — iparág	IT	Expert Pool — IT szűrő, IT Helpdesk csempe	IT vagy Non-IT — ettől függ, melyik szűrőnél jelenik meg.
EXPERT-05-POZICIO	IT Helpdesk — csempe címe	IT Helpdesk	Expert Pool — IT szűrő, IT Helpdesk csempe	Szabad szöveg; ha üresre állítod, a csempe eltűnik.
EXPERT-05-DARAB	IT Helpdesk — szakemberek száma (IDBC Expert Community)	3	Expert Pool — IT szűrő, IT Helpdesk csempe	Egész szám; amíg üres, a csempe nem jelenik meg.
EXPERT-05-LINKEDIN	IT Helpdesk — LinkedIn Talent Insight	154	Expert Pool — IT szűrő, IT Helpdesk csempe	Egész szám vagy üres.
EXPERT-06-IPARAG	Infrastructuion Engineer — iparág	IT	Expert Pool — IT szűrő, Infrastructuion Engineer csempe	IT vagy Non-IT — ettől függ, melyik szűrőnél jelenik meg.
EXPERT-06-POZICIO	Infrastructuion Engineer — csempe címe	Infrastructuion Engineer	Expert Pool — IT szűrő, Infrastructuion Engineer csempe	Szabad szöveg; ha üresre állítod, a csempe eltűnik.
EXPERT-06-DARAB	Infrastructuion Engineer — szakemberek száma (IDBC Expert Community)	11	Expert Pool — IT szűrő, Infrastructuion Engineer csempe	Egész szám; amíg üres, a csempe nem jelenik meg.
EXPERT-06-LINKEDIN	Infrastructuion Engineer — LinkedIn Talent Insight	334	Expert Pool — IT szűrő, Infrastructuion Engineer csempe	Egész szám vagy üres.
EXPERT-07-IPARAG	JAVA Software Engineer — iparág	IT	Expert Pool — IT szűrő, JAVA Software Engineer csempe	IT vagy Non-IT — ettől függ, melyik szűrőnél jelenik meg.
EXPERT-07-POZICIO	JAVA Software Engineer — csempe címe	JAVA Software Engineer	Expert Pool — IT szűrő, JAVA Software Engineer csempe	Szabad szöveg; ha üresre állítod, a csempe eltűnik.
EXPERT-07-DARAB	JAVA Software Engineer — szakemberek száma (IDBC Expert Community)	96	Expert Pool — IT szűrő, JAVA Software Engineer csempe	Egész szám; amíg üres, a csempe nem jelenik meg.
EXPERT-07-LINKEDIN	JAVA Software Engineer — LinkedIn Talent Insight	1404	Expert Pool — IT szűrő, JAVA Software Engineer csempe	Egész szám vagy üres.
EXPERT-08-IPARAG	Mobile & Frontend — iparág	IT	Expert Pool — IT szűrő, Mobile & Frontend csempe	IT vagy Non-IT — ettől függ, melyik szűrőnél jelenik meg.
EXPERT-08-POZICIO	Mobile & Frontend — csempe címe	Mobile & Frontend	Expert Pool — IT szűrő, Mobile & Frontend csempe	Szabad szöveg; ha üresre állítod, a csempe eltűnik.
EXPERT-08-DARAB	Mobile & Frontend — szakemberek száma (IDBC Expert Community)	4	Expert Pool — IT szűrő, Mobile & Frontend csempe	Egész szám; amíg üres, a csempe nem jelenik meg.
EXPERT-08-LINKEDIN	Mobile & Frontend — LinkedIn Talent Insight	1800	Expert Pool — IT szűrő, Mobile & Frontend csempe	Egész szám vagy üres.
EXPERT-09-IPARAG	Project Manager — iparág	IT	Expert Pool — IT szűrő, Project Manager csempe	IT vagy Non-IT — ettől függ, melyik szűrőnél jelenik meg.
EXPERT-09-POZICIO	Project Manager — csempe címe	Project Manager	Expert Pool — IT szűrő, Project Manager csempe	Szabad szöveg; ha üresre állítod, a csempe eltűnik.
EXPERT-09-DARAB	Project Manager — szakemberek száma (IDBC Expert Community)	104	Expert Pool — IT szűrő, Project Manager csempe	Egész szám; amíg üres, a csempe nem jelenik meg.
EXPERT-09-LINKEDIN	Project Manager — LinkedIn Talent Insight	4440	Expert Pool — IT szűrő, Project Manager csempe	Egész szám vagy üres.
EXPERT-10-IPARAG	React Native — iparág	IT	Expert Pool — IT szűrő, React Native csempe	IT vagy Non-IT — ettől függ, melyik szűrőnél jelenik meg.
EXPERT-10-POZICIO	React Native — csempe címe	React Native	Expert Pool — IT szűrő, React Native csempe	Szabad szöveg; ha üresre állítod, a csempe eltűnik.
EXPERT-10-DARAB	React Native — szakemberek száma (IDBC Expert Community)	12	Expert Pool — IT szűrő, React Native csempe	Egész szám; amíg üres, a csempe nem jelenik meg.
EXPERT-10-LINKEDIN	React Native — LinkedIn Talent Insight	7483	Expert Pool — IT szűrő, React Native csempe	Egész szám vagy üres.
EXPERT-11-IPARAG	SAP Consultant — iparág	IT	Expert Pool — IT szűrő, SAP Consultant csempe	IT vagy Non-IT — ettől függ, melyik szűrőnél jelenik meg.
EXPERT-11-POZICIO	SAP Consultant — csempe címe	SAP Consultant	Expert Pool — IT szűrő, SAP Consultant csempe	Szabad szöveg; ha üresre állítod, a csempe eltűnik.
EXPERT-11-DARAB	SAP Consultant — szakemberek száma (IDBC Expert Community)	15	Expert Pool — IT szűrő, SAP Consultant csempe	Egész szám; amíg üres, a csempe nem jelenik meg.
EXPERT-11-LINKEDIN	SAP Consultant — LinkedIn Talent Insight	844	Expert Pool — IT szűrő, SAP Consultant csempe	Egész szám vagy üres.
EXPERT-12-IPARAG	Security Engineer — iparág	IT	Expert Pool — IT szűrő, Security Engineer csempe	IT vagy Non-IT — ettől függ, melyik szűrőnél jelenik meg.
EXPERT-12-POZICIO	Security Engineer — csempe címe	Security Engineer	Expert Pool — IT szűrő, Security Engineer csempe	Szabad szöveg; ha üresre állítod, a csempe eltűnik.
EXPERT-12-DARAB	Security Engineer — szakemberek száma (IDBC Expert Community)	21	Expert Pool — IT szűrő, Security Engineer csempe	Egész szám; amíg üres, a csempe nem jelenik meg.
EXPERT-12-LINKEDIN	Security Engineer — LinkedIn Talent Insight	229	Expert Pool — IT szűrő, Security Engineer csempe	Egész szám vagy üres.
